OCCU_DESC,WK_TYPE,CJOB_TYPE,CJOB_NAME1,CJOB_NO,CJOB_NAME2,AVAILREQNUM,STOP_DATE,JOB_DETAIL,CITYNAME,EXPERIENCE,WKTIME,SALARYCD,SALARY_L,SALARY_U,EDGRDESC,URL_QUERY,COMPNAME,TRANDATE
"國內銷售工程師",全職,02,業務／貿易／銷售,020102,業務人員,1,額滿為止,"針對國內鐘錶及珠寶金工產業銷售儀器 及工具、業務推廣、客戶開發等工作。★配合國內出差★搬貨/出貨/送貨★銷售專業的鐘錶珠寶工具及儀器，有鐘錶金工工具儀器銷售經驗者及具有電子背景尤佳★其他條件：電腦及網路基本操作、國台語、基礎英文、；口齒清晰，表達能力佳，樂觀進取具抗壓性；具有強烈企圖心及工作熱誠",台北市中山區,2年以上,日班,月薪,28000,30000,高職,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2425287&HIRE_ID=11150693","安貿企業股份有限公司",20220604
"蛋糕烘培師傅",全職,16,旅遊／餐飲／休閒,160203,西點、麵包烘焙人員,2,20221231,"此職務主要負責製作每日訂單與店內販賣之戚風蛋糕、生日蛋糕、餅乾、小點心及相關產品。1. 依照主廚指示，協助或獨立完成各項工作內容。2. 個性上認真負責、主動積極、肯學肯做，不怕辛苦，才能在此環境中穩定成長。3. 依據訂單與現場需求完成各蛋糕的裝飾與成品。4. 珍惜原料，確實了解原物料庫存狀況與保存期限，若有短缺請告知店長叫貨。5. 每日須將當日工作完成或告一段落，並確實完成清潔與整理工作。，",台北市中山區,3年以上,日班,月薪,33000,37000,不拘,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2458215&HIRE_ID=11001089","戚風食品有限公司",20220219
"行政助理（內湖）",全職,01,經營／行政／總務,010206,行政助理,1,20221231,"1.完成主管交辦的事務2.負責一般文書資料處理工作。3.專案及行政業務工作. ERP系統建檔4.維護、更新、管理各類文件檔案及資料庫系統。5.完成工作時程表，管理行事曆，並負責會議協調與安排。6.各部門之溝通協調及資訊整合7.協助會議記錄與進度報告及追蹤8.需熟WORD;EXCEL;POWERPOINT等文書應用程式9.需具備高配合度及學習熱忱",台北市內湖區,無,日班,月薪,30000,30000,專科,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=361328&HIRE_ID=11187463","重維復健用品有限公司",20220531
"隱寺餐酒館。嘉興店-『廚房徵才』",全職,16,旅遊／餐飲／休閒,160207,餐飲服務及接待員,3,20220606,"1. 食品之加工、調理或配製前置出餐作業。 2. 負責各區自類別的現場進單出餐作業。 3. 確保所負責類別的食品均符合衛生管理的規定。 4. 維持與確保冷凍庫及其他地區的衛生及清潔標準。 5. 保持烹飪材料的適當存量。 6. 控制出菜量以維持食品成本。 7. 配合餐廳外場的菜餚需要和出菜時間。 8. 保持高度清潔。 9. 執行安全與衛生的檢查。 10. 餐酒館 / 連鎖體系內場管理經驗者更佳 。",台北市信義區,無,夜班,月薪,30000,35000,不拘,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2463507&HIRE_ID=11100393","九禹股份有限公司",20220406
"照顧服務員",兼職,17,醫療／美容／保健,170113,照顧服務員,4,額滿為止,"失智長者日常生活照顧、活動帶領、問題行為處理等。工作時間早班：8:00-16:00、9:30-17:30中班：16:00-24:00、14:00-22:00晚班：24:00-08:00",台北市萬華區,無,日班、夜班、輪班三班制、部份工時：時分至時分、中班,月薪,25250,30000,國中,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=251236&HIRE_ID=11209913","財團法人天主教失智老人社會福利基金會附設台北市私立聖若瑟失智老人養護中心",20220525
"信義區日班保全人員",全職,18,保全／軍警消,180101,保全人員,1,20220718,"1、負責門禁管制2、針對特定處所進行監視3、維持住戶公共安全4、負責安全維護管理5、負責機動巡邏",台北市信義區,無,日班、輪班三班制,月薪,43200,43200,高中,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=19598&HIRE_ID=11196437","國聯保全股份有限公司",20220518
"【旺洲開發】建築工程師／建築副主任／工地主任(此為線上就業博覽會)",全職,11,營建／製圖／施作,110103,營造工程師,3,20220615,"1.工程施工監督、協調。2.工程品質進度管控、圖說檢討、數量檢核。3.小包廠商管理。4.工程計價辦理。111年5月1日~6月15日「OKWORK‧畢業季」線上就業博覽會線上履歷投遞開放時間：即日起至 111年6月15日止洽詢電話：02-2338-0277想要知道更多活動資訊詳情請查詢 www.okwork.taipei",台北市不限,3年以上,日班,月薪,45000,70000,專科,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=78578&HIRE_ID=11191977","炎洲股份有限公司",20220516
"  派遣_材化所_電動機車業務助理人員0209(540N700)_(間時)",兼職,01,經營／行政／總務,010206,行政助理,1,20220731,"1. 執行工業局電動機車產業推動計畫 2. 執行計畫管理及政策幕僚等相關業務 3. 其他主管交辦事項其他:1.具政府機關或法人工作經驗尤佳",台北市大安區,無,部份工時：08時00分至12時00分,時薪,168,,大學,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=151508&HIRE_ID=11190211","美程科技股份有限公司",20220516
"16緒食一鍋小麻辣／餐飲內外場人員－正職 ■無經驗可(此為線上就業博覽會)",全職,16,旅遊／餐飲／休閒,160207,餐飲服務及接待員,10,20220615,"．櫃檯人員：1.接待客人、接聽電話、訂位、點餐服務（含外送平台）。2.櫃台收銀作業、具數字觀念。3.親和力強、喜歡接觸人群。．外場服務人員：1.顧客接待。2.餐飲提供。3.餐具及環境清潔。．內場服務人員：1.負責洗、剝、削、切各種食材及出餐。2.依照點單準備所需之食材 。3.負責餐具清洗及環境整潔工作。4.營業前後之準備工作。5.品質與食材安全管理。6.其他主管交辦事項。．工作站採輪調。111年5月1日~6月15日「OKWORK‧畢業季」線上就業博覽會線上履歷投遞開放時間：即日起至 111年6月15日止洽詢電話：02-2338-0277想要知道更多活動資訊詳情請查詢 www.okwork.taipei",台北市不限,無,輪班二班制,月薪,27500,33000,高職,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2420401&HIRE_ID=11220061","創鑫生機股份有限公司",20220531
"Gogoro 維修工程師-文山區／永和區／新店區／基隆",全職,10,技術／維修／操作,100290,其他產品維修人員,10,20231231,"想要尋找長期工作穩定者樂觀、心思細膩願意吃苦耐勞者熱愛Gogoro歡迎一同加入我們的行列。",台北市不限,無,,月薪,26000,55000,高職,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2389539&HIRE_ID=11194983","啟信車業股份有限公司",20220517
"Business Insight Analyst／數據分析專員(此為線上就業博覽會)",全職,08,資訊／軟體／系統,080302,系統分析師,1,20220615,"1.負責通過數據的洞察力和可操作的分析來支持業務。2.與數據視覺化團隊合作分析數據集並制訂與執行相關業務決策和提出修正建議。111年5月1日~6月15日「OKWORK‧畢業季」線上就業博覽會線上履歷投遞開放時間：即日起至 111年6月15日止洽詢電話：02-2338-0277想要知道更多活動資訊詳情請查詢 www.okwork.taipei",台北市中山區,1年內,日班,依學經歷、證照核薪(每月經常性薪資達4萬元以上),,,專科,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2413437&HIRE_ID=11171107","美商泰優股份有限公司",20220506
"兼職人員",全職,16,旅遊／餐飲／休閒,160207,餐飲服務及接待員,10,20220720,"1.顧客餐飲服務2.協助餐點烹調3.工作區域清潔與保養",台北市不限,無,,時薪,168,180,不拘,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2250755&HIRE_ID=11202167","杰立餐飲股份有限公司",20220520
"【木柵停車場】夜班管理員",全職,18,保全／軍警消,180105,停車場管理員,1,20220713,"1.處理停車場客戶問題、設備故障排除、車流管理。2.停車場收銀、安全巡視、電腦日常報表填寫。3.停車場區域清潔及整理工作、環境維護。4.需有基礎使用電腦能力。5.個性積極活潑、善於溝通，有服務業經驗者佳。   須能配合機動支援其他場站",台北市文山區,無,夜班,月薪,36000,36000,高中,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=781911&HIRE_ID=11188715","歐特儀股份有限公司",20220513
"PHP後端工程師 Software Developer",全職,08,資訊／軟體／系統,080190,其他資訊專業人員,3,20220630,"從事各方面的資訊專業工作。",台北市大安區,無,日班,月薪,35000,60000,專科,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2243361&HIRE_ID=10917225","夠麻吉股份有限公司",20220215
"中/西廚房廚師",全職,16,旅遊／餐飲／休閒,160201,飯店、餐廳主管,6,20220630,"＊ 協助料理製作＊ 協助備料＊ 維持廚房環境清潔＊ 執行主廚交辦事項(工時8小時)",台北市中山區,無,日班、輪班二班制,月薪,33000,40000,專科,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=666169&HIRE_ID=10849431","大來育樂股份有限公司",20211221
"文字燒廚師(日文必須)",兼職,16,旅遊／餐飲／休閒,160210,日式廚師,1,20321231,"從事食材的準備、處理及烹調日式菜餚、製作日式文字燒。",台北市中山區,無,夜班、部份工時：16時00分至00時00分,月薪,37000,37000,不拘,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2462917&HIRE_ID=11094801","木村屋有限公司",20220425
"應用系統維護與開發(C#.Net)",全職,08,資訊／軟體／系統,080203,網路軟體程式設計師,2,額滿為止,"Web Based Application，C#.Net， HTML， CSS， JavaScript，SQL，  2年或3個專案以上經驗，有MVC經驗。",台北市松山區,2年以上,日班,依學經歷、證照核薪(每月經常性薪資達4萬元以上),,,專科,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=497576&HIRE_ID=11156287","指南動力有限公司",20220501
"[新鮮人專區] 2022 台灣英特爾 校園招募計劃",全職,07,工程／研發／生技,070212,硬體研發工程師,1,額滿為止,"Intel台灣即將招募各種工程與商管相關的實習與新鮮人職缺，歡迎填寫活動報名表來接收校園徵才活動和職缺相關訊息。Intel Taiwan is hiring for several opportunities full-time and intern positions. Please fill in the application form to receive more information in regards to campus recruitment and student programs.B. 新鮮人招募 College GraduateGraduated from Bachelor/Master degree within 3 years報名時間: 即日起 (名額有限，額滿為止)報名網址: 線上填寫表單並上傳英文履歷 -＞ http://intel.ly/TWcampus_recruitment報名條件: 應屆畢業生或3年內工作經驗為佳* 實際的工作內容及地點(台北/新竹辦公室)會依部門及公司需求而異，並會在面試前另開職缺通知申請** 詳細職缺內容請見官網 http://jobs.intel.com",台北市南港區,無,日班,依學經歷、證照核薪(每月經常性薪資達4萬元以上),,,大學,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2252309&HIRE_ID=11107215","美商英特爾亞太科技有限公司台灣分公司",20220408
"採發部—採購人員(此為線上就業博覽會)",全職,15,物流／運輸／資材,150303,採購人員,1,20220615,"1.負責各項行政庶務工作（如：合約製作、請採購作業、事務追蹤、主管交辦事項管制、一般行政業務）2.工作態度正確、認真、願意學習3.開朗、細心、善溝通協調，有責任心，抗壓力佳111年5月1日~6月15日「OKWORK‧畢業季」線上就業博覽會線上履歷投遞開放時間：即日起至 111年6月15日止洽詢電話：02-2338-0277想要知道更多活動資訊詳情請查詢 www.okwork.taipei",台北市內湖區,無,日班,依學經歷、證照核薪(每月經常性薪資達4萬元以上),,,大學,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=492679&HIRE_ID=11171899","久舜營造股份有限公司",20220506
"後場正職人員「此為線上就業博覽會」",全職,16,旅遊／餐飲／休閒,160206,廚師助理,20,20220615,"廚房／內場夥伴1.以分區分站的方式，製作餐點。2.遵照SOP，符合食品安全衛生與製餐流程。3.學習團隊合作，達成團隊目標。（需要久站，抗壓性強）111年5月1日~6月15日「OKWORK‧畢業季」線上就業博覽會線上履歷投遞開放時間：即日起至 111年6月15日止洽詢電話：02-2338-0277想要知道更多活動資訊詳情請查詢 www.okwork.taipei",台北市不限,無,輪班二班制,月薪,32000,34000,不拘,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=1113909&HIRE_ID=11169903","貳樓餐飲股份有限公司",20220506
"全職餐飲服務生（八時中山店）",全職,16,旅遊／餐飲／休閒,160207,餐飲服務及接待員,2,額滿為止,"負責餐飲場所的內外場聯繫、顧客菜單諮詢、點餐供餐及桌面環境清潔。",台北市中山區,無,日班,月薪,30000,36000,高中,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2466395&HIRE_ID=11170665","森米國際有限公司",20220506
"代書／地政士",全職,03,人資／法務／智財,030205,代書／地政士,1,20220618,"1.熟悉買賣簽約、繼承案件處理，能獨立作業。2.有代書證照，代書實務3年經驗者佳。3.熟悉電腦操作。4.自備機車者佳。5.能5月1日或5月中上班者佳。**有意願者請於上班時間電洽：0920830326高小姐聯絡。",台北市中山區,3年以上,日班,月薪,30000,,高職,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=1191283&HIRE_ID=11127359","愛家地政士事務所",20220418
"一般門診",全職,17,醫療／美容／保健,170190,其他醫院從業人員,2,20220712,"醫療勤務支援。",台北市北投區,無,日班,月薪,25250,28000,不拘,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2408397&HIRE_ID=11184419","廣泰昇有限公司",20220527
"商場營業招商人員((此為線上就業博覽會)",全職,01,經營／行政／總務,010202,行政事務秘書,2,20220615,"111年5月1日~6月15日「OKWORK‧畢業季」線上就業博覽會線上履歷投遞開放時間：即日起至 111年6月15日止洽詢電話：02-2338-0277想要知道更多活動資訊詳情請查詢 www.okwork.taipei1.百貨樓面及專櫃人員管理、硬體設備管理及商品管理。2.樓面招商規劃。3.廠商業務聯繫與溝通。4.營業報表製作及分析。5.行銷活動洽談與安排。",台北市松山區,2年以上,日班,月薪,35000,50000,專科,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=97563&HIRE_ID=11178029","潤泰創新國際股份有限公司",20220510
